"","event_name","creation_date","duration","rsvp","venue_name","venue_rating","rating_count","venue.city","address_1","lat","long","group_name","group_rating","category_name"
"5580","Trade Masters",2017-02-20,3,1,"1 N. Franklin St.",0,0,"Chicago","1 N. Franklin Street",41.882305,-87.634964,"Chicago Area District 30 Toastmasters","5.00","Career & Business"
"5581","Trade Masters",2017-02-20,3,1,"1 N. Franklin St.",0,0,"Chicago","1 N. Franklin Street",41.882305,-87.634964,"Chicago Area District 30 Toastmasters","5.00","Career & Business"
"5582","Trade Masters",2017-02-20,3,1,"1 N. Franklin St.",0,0,"Chicago","1 N. Franklin Street",41.882305,-87.634964,"Chicago Area District 30 Toastmasters","5.00","Career & Business"
"5583","Trade Masters",2017-02-20,3,1,"1 N. Franklin St.",0,0,"Chicago","1 N. Franklin Street",41.882305,-87.634964,"Chicago Area District 30 Toastmasters","5.00","Career & Business"
"5584","Trade Masters",2017-02-20,3,1,"1 N. Franklin St.",0,0,"Chicago","1 N. Franklin Street",41.882305,-87.634964,"Chicago Area District 30 Toastmasters","5.00","Career & Business"
"5585","Trade Masters",2017-02-20,3,1,"1 N. Franklin St.",0,0,"Chicago","1 N. Franklin Street",41.882305,-87.634964,"Chicago Area District 30 Toastmasters","5.00","Career & Business"
"5586","Trade Masters",2017-02-20,3,1,"1 N. Franklin St.",0,0,"Chicago","1 N. Franklin Street",41.882305,-87.634964,"Chicago Area District 30 Toastmasters","5.00","Career & Business"
"5587","Trade Masters",2017-02-20,3,1,"1 N. Franklin St.",0,0,"Chicago","1 N. Franklin Street",41.882305,-87.634964,"Chicago Area District 30 Toastmasters","5.00","Career & Business"
"5588","Trade Masters",2017-02-20,3,1,"1 N. Franklin St.",0,0,"Chicago","1 N. Franklin Street",41.882305,-87.634964,"Chicago Area District 30 Toastmasters","5.00","Career & Business"
"5589","Trade Masters",2017-02-20,3,1,"1 N. Franklin St.",0,0,"Chicago","1 N. Franklin Street",41.882305,-87.634964,"Chicago Area District 30 Toastmasters","5.00","Career & Business"
"5590","Francophone Bilingual Toastmasters",2016-01-06,3,1,"The Breakers at Edgewater Beach",5,1,"Chicago","5333 North Sheridan Road",41.978645,-87.654961,"Chicago Area District 30 Toastmasters","5.00","Career & Business"
"5591","Francophone Bilingual Toastmasters",2016-01-06,3,1,"The Breakers at Edgewater Beach",5,1,"Chicago","5333 North Sheridan Road",41.978645,-87.654961,"Chicago Area District 30 Toastmasters","5.00","Career & Business"
"5592","Francophone Bilingual Toastmasters",2016-01-06,3,1,"The Breakers at Edgewater Beach",5,1,"Chicago","5333 North Sheridan Road",41.978645,-87.654961,"Chicago Area District 30 Toastmasters","5.00","Career & Business"
"5593","Francophone Bilingual Toastmasters",2016-01-06,3,1,"The Breakers at Edgewater Beach",5,1,"Chicago","5333 North Sheridan Road",41.978645,-87.654961,"Chicago Area District 30 Toastmasters","5.00","Career & Business"
"5594","Francophone Bilingual Toastmasters",2016-01-06,3,1,"The Breakers at Edgewater Beach",5,1,"Chicago","5333 North Sheridan Road",41.978645,-87.654961,"Chicago Area District 30 Toastmasters","5.00","Career & Business"
"5595","Francophone Bilingual Toastmasters",2016-01-06,3,1,"The Breakers at Edgewater Beach",5,1,"Chicago","5333 North Sheridan Road",41.978645,-87.654961,"Chicago Area District 30 Toastmasters","5.00","Career & Business"
"5596","Francophone Bilingual Toastmasters",2016-01-06,3,1,"The Breakers at Edgewater Beach",5,1,"Chicago","5333 North Sheridan Road",41.978645,-87.654961,"Chicago Area District 30 Toastmasters","5.00","Career & Business"
"5597","Francophone Bilingual Toastmasters",2016-01-06,3,1,"The Breakers at Edgewater Beach",5,1,"Chicago","5333 North Sheridan Road",41.978645,-87.654961,"Chicago Area District 30 Toastmasters","5.00","Career & Business"
"5598","Francophone Bilingual Toastmasters",2016-01-06,3,1,"The Breakers at Edgewater Beach",5,1,"Chicago","5333 North Sheridan Road",41.978645,-87.654961,"Chicago Area District 30 Toastmasters","5.00","Career & Business"
"5599","Francophone Bilingual Toastmasters",2016-01-06,3,1,"The Breakers at Edgewater Beach",5,1,"Chicago","5333 North Sheridan Road",41.978645,-87.654961,"Chicago Area District 30 Toastmasters","5.00","Career & Business"
"5600","Francophone Bilingual Toastmasters",2016-01-06,3,1,"The Breakers at Edgewater Beach",5,1,"Chicago","5333 North Sheridan Road",41.978645,-87.654961,"Chicago Area District 30 Toastmasters","5.00","Career & Business"
"5601","Francophone Bilingual Toastmasters",2016-01-06,3,1,"The Breakers at Edgewater Beach",5,1,"Chicago","5333 North Sheridan Road",41.978645,-87.654961,"Chicago Area District 30 Toastmasters","5.00","Career & Business"
"5602","CANCELLED for summer Figure Drawing 7-9PM in Studio #223 (BYOB)",2017-07-20,3,2,"Flat Iron Arts Building",4.62,21,"Chicago","1579 North Milwaukee Avenue",41.910217,-87.677254,"Wicker Park Art Community","4.66","Arts & Culture"
"5603","CANCELLED for summer Figure Drawing 7-9PM in Studio #223 (BYOB)",2017-07-20,3,2,"Flat Iron Arts Building",4.62,21,"Chicago","1579 North Milwaukee Avenue",41.910217,-87.677254,"Wicker Park Art Community","4.66","Arts & Culture"
"5604","CANCELLED for summer Figure Drawing 7-9PM in Studio #223 (BYOB)",2017-07-20,3,2,"Flat Iron Arts Building",4.62,21,"Chicago","1579 North Milwaukee Avenue",41.910217,-87.677254,"Wicker Park Art Community","4.66","Arts & Culture"
"5605","CANCELLED for summer Figure Drawing 7-9PM in Studio #223 (BYOB)",2017-07-20,3,2,"Flat Iron Arts Building",4.62,21,"Chicago","1579 North Milwaukee Avenue",41.910217,-87.677254,"Wicker Park Art Community","4.66","Arts & Culture"
"5606","CANCELLED for summer Figure Drawing 7-9PM in Studio #223 (BYOB)",2017-07-20,3,2,"Flat Iron Arts Building",4.62,21,"Chicago","1579 North Milwaukee Avenue",41.910217,-87.677254,"Wicker Park Art Community","4.66","Arts & Culture"
"5607","CANCELLED for summer Figure Drawing 7-9PM in Studio #223 (BYOB)",2017-07-20,3,2,"Flat Iron Arts Building",4.62,21,"Chicago","1579 North Milwaukee Avenue",41.910217,-87.677254,"Wicker Park Art Community","4.66","Arts & Culture"
"5608","CANCELLED for summer Figure Drawing 7-9PM in Studio #223 (BYOB)",2017-07-20,3,2,"Flat Iron Arts Building",4.62,21,"Chicago","1579 North Milwaukee Avenue",41.910217,-87.677254,"Wicker Park Art Community","4.66","Arts & Culture"
"5609","CANCELLED for summer Figure Drawing 7-9PM in Studio #223 (BYOB)",2017-07-20,3,2,"Flat Iron Arts Building",4.62,21,"Chicago","1579 North Milwaukee Avenue",41.910217,-87.677254,"Wicker Park Art Community","4.66","Arts & Culture"
"5610","CANCELLED for summer Figure Drawing 7-9PM in Studio #223 (BYOB)",2017-07-20,3,2,"Flat Iron Arts Building",4.62,21,"Chicago","1579 North Milwaukee Avenue",41.910217,-87.677254,"Wicker Park Art Community","4.66","Arts & Culture"
"5611","CANCELLED for summer Figure Drawing 7-9PM in Studio #223 (BYOB)",2017-07-20,3,2,"Flat Iron Arts Building",4.62,21,"Chicago","1579 North Milwaukee Avenue",41.910217,-87.677254,"Wicker Park Art Community","4.66","Arts & Culture"
"5612","CANCELLED for summer Figure Drawing 7-9PM in Studio #223 (BYOB)",2017-07-20,3,2,"Flat Iron Arts Building",4.62,21,"Chicago","1579 North Milwaukee Avenue",41.910217,-87.677254,"Wicker Park Art Community","4.66","Arts & Culture"
"5613","CANCELLED for summer Figure Drawing 7-9PM in Studio #223 (BYOB)",2017-07-20,3,2,"Flat Iron Arts Building",4.62,21,"Chicago","1579 North Milwaukee Avenue",41.910217,-87.677254,"Wicker Park Art Community","4.66","Arts & Culture"
"5614","CANCELLED for summer Figure Drawing 7-9PM in Studio #223 (BYOB)",2017-07-20,3,2,"Flat Iron Arts Building",4.62,21,"Chicago","1579 North Milwaukee Avenue",41.910217,-87.677254,"Wicker Park Art Community","4.66","Arts & Culture"
"5615","CANCELLED for summer Figure Drawing 7-9PM in Studio #223 (BYOB)",2017-07-20,3,2,"Flat Iron Arts Building",4.62,21,"Chicago","1579 North Milwaukee Avenue",41.910217,-87.677254,"Wicker Park Art Community","4.66","Arts & Culture"
"5616","CANCELLED for summer Figure Drawing 7-9PM in Studio #223 (BYOB)",2017-07-20,3,2,"Flat Iron Arts Building",4.62,21,"Chicago","1579 North Milwaukee Avenue",41.910217,-87.677254,"Wicker Park Art Community","4.66","Arts & Culture"
"5617","CANCELLED for summer Figure Drawing 7-9PM in Studio #223 (BYOB)",2017-07-20,3,2,"Flat Iron Arts Building",4.62,21,"Chicago","1579 North Milwaukee Avenue",41.910217,-87.677254,"Wicker Park Art Community","4.66","Arts & Culture"
"5618","CANCELLED for summer Figure Drawing 7-9PM in Studio #223 (BYOB)",2017-07-20,3,2,"Flat Iron Arts Building",4.62,21,"Chicago","1579 North Milwaukee Avenue",41.910217,-87.677254,"Wicker Park Art Community","4.66","Arts & Culture"
"5619","CANCELLED for summer Figure Drawing 7-9PM in Studio #223 (BYOB)",2017-07-20,3,2,"Flat Iron Arts Building",4.62,21,"Chicago","1579 North Milwaukee Avenue",41.910217,-87.677254,"Wicker Park Art Community","4.66","Arts & Culture"
"5620","CANCELLED for summer Figure Drawing 7-9PM in Studio #223 (BYOB)",2017-07-20,3,2,"Flat Iron Arts Building",4.62,21,"Chicago","1579 North Milwaukee Avenue",41.910217,-87.677254,"Wicker Park Art Community","4.66","Arts & Culture"
"5621","CANCELLED for summer Figure Drawing 7-9PM in Studio #223 (BYOB)",2017-07-20,3,2,"Flat Iron Arts Building",4.62,21,"Chicago","1579 North Milwaukee Avenue",41.910217,-87.677254,"Wicker Park Art Community","4.66","Arts & Culture"
"5622","CANCELLED for summer Figure Drawing 7-9PM in Studio #223 (BYOB)",2017-07-20,3,2,"Flat Iron Arts Building",4.62,21,"Chicago","1579 North Milwaukee Avenue",41.910217,-87.677254,"Wicker Park Art Community","4.66","Arts & Culture"
"5623","CANCELLED for summer Figure Drawing 7-9PM in Studio #223 (BYOB)",2017-07-20,3,2,"Flat Iron Arts Building",4.62,21,"Chicago","1579 North Milwaukee Avenue",41.910217,-87.677254,"Wicker Park Art Community","4.66","Arts & Culture"
"5624","CANCELLED for summer Figure Drawing 7-9PM in Studio #223 (BYOB)",2017-07-20,3,2,"Flat Iron Arts Building",4.62,21,"Chicago","1579 North Milwaukee Avenue",41.910217,-87.677254,"Wicker Park Art Community","4.66","Arts & Culture"
"5625","CANCELLED for summer Figure Drawing 7-9PM in Studio #223 (BYOB)",2017-07-20,3,2,"Flat Iron Arts Building",4.62,21,"Chicago","1579 North Milwaukee Avenue",41.910217,-87.677254,"Wicker Park Art Community","4.66","Arts & Culture"
"5626","CANCELLED for summer Figure Drawing 7-9PM in Studio #223 (BYOB)",2017-07-20,3,2,"Flat Iron Arts Building",4.62,21,"Chicago","1579 North Milwaukee Avenue",41.910217,-87.677254,"Wicker Park Art Community","4.66","Arts & Culture"
"5627","CANCELLED for summer Figure Drawing 7-9PM in Studio #223 (BYOB)",2017-07-20,3,2,"Flat Iron Arts Building",4.62,21,"Chicago","1579 North Milwaukee Avenue",41.910217,-87.677254,"Wicker Park Art Community","4.66","Arts & Culture"
"5628","CANCELLED for summer Figure Drawing 7-9PM in Studio #223 (BYOB)",2017-07-20,3,2,"Flat Iron Arts Building",4.62,21,"Chicago","1579 North Milwaukee Avenue",41.910217,-87.677254,"Wicker Park Art Community","4.66","Arts & Culture"
"5629","CANCELLED for summer Figure Drawing 7-9PM in Studio #223 (BYOB)",2017-07-20,3,2,"Flat Iron Arts Building",4.62,21,"Chicago","1579 North Milwaukee Avenue",41.910217,-87.677254,"Wicker Park Art Community","4.66","Arts & Culture"
"5630","CANCELLED for summer Figure Drawing 7-9PM in Studio #223 (BYOB)",2017-07-20,3,2,"Flat Iron Arts Building",4.62,21,"Chicago","1579 North Milwaukee Avenue",41.910217,-87.677254,"Wicker Park Art Community","4.66","Arts & Culture"
"5631","CANCELLED for summer Figure Drawing 7-9PM in Studio #223 (BYOB)",2017-07-20,3,2,"Flat Iron Arts Building",4.62,21,"Chicago","1579 North Milwaukee Avenue",41.910217,-87.677254,"Wicker Park Art Community","4.66","Arts & Culture"
"5632","CANCELLED for summer Figure Drawing 7-9PM in Studio #223 (BYOB)",2017-07-20,3,2,"Flat Iron Arts Building",4.62,21,"Chicago","1579 North Milwaukee Avenue",41.910217,-87.677254,"Wicker Park Art Community","4.66","Arts & Culture"
"5633","CANCELLED for summer Figure Drawing 7-9PM in Studio #223 (BYOB)",2017-07-20,3,2,"Flat Iron Arts Building",4.62,21,"Chicago","1579 North Milwaukee Avenue",41.910217,-87.677254,"Wicker Park Art Community","4.66","Arts & Culture"
"5634","CANCELLED for summer Figure Drawing 7-9PM in Studio #223 (BYOB)",2017-07-20,3,2,"Flat Iron Arts Building",4.62,21,"Chicago","1579 North Milwaukee Avenue",41.910217,-87.677254,"Wicker Park Art Community","4.66","Arts & Culture"
"5635","CANCELLED for summer Figure Drawing 7-9PM in Studio #223 (BYOB)",2017-07-20,3,2,"Flat Iron Arts Building",4.62,21,"Chicago","1579 North Milwaukee Avenue",41.910217,-87.677254,"Wicker Park Art Community","4.66","Arts & Culture"
"5636","CANCELLED for summer Figure Drawing 7-9PM in Studio #223 (BYOB)",2017-07-20,3,2,"Flat Iron Arts Building",4.62,21,"Chicago","1579 North Milwaukee Avenue",41.910217,-87.677254,"Wicker Park Art Community","4.66","Arts & Culture"
"5637","CANCELLED for summer Figure Drawing 7-9PM in Studio #223 (BYOB)",2017-07-20,3,2,"Flat Iron Arts Building",4.62,21,"Chicago","1579 North Milwaukee Avenue",41.910217,-87.677254,"Wicker Park Art Community","4.66","Arts & Culture"
"5638","CANCELLED for summer Figure Drawing 7-9PM in Studio #223 (BYOB)",2017-07-20,3,2,"Flat Iron Arts Building",4.62,21,"Chicago","1579 North Milwaukee Avenue",41.910217,-87.677254,"Wicker Park Art Community","4.66","Arts & Culture"
"5639","CANCELLED for summer Figure Drawing 7-9PM in Studio #223 (BYOB)",2017-07-20,3,2,"Flat Iron Arts Building",4.62,21,"Chicago","1579 North Milwaukee Avenue",41.910217,-87.677254,"Wicker Park Art Community","4.66","Arts & Culture"
"5640","CANCELLED for summer Figure Drawing 7-9PM in Studio #223 (BYOB)",2017-07-20,3,2,"Flat Iron Arts Building",4.62,21,"Chicago","1579 North Milwaukee Avenue",41.910217,-87.677254,"Wicker Park Art Community","4.66","Arts & Culture"
"5641","CANCELLED for summer Figure Drawing 7-9PM in Studio #223 (BYOB)",2017-07-20,3,2,"Flat Iron Arts Building",4.62,21,"Chicago","1579 North Milwaukee Avenue",41.910217,-87.677254,"Wicker Park Art Community","4.66","Arts & Culture"
"5642","CANCELLED for summer Figure Drawing 7-9PM in Studio #223 (BYOB)",2017-07-20,3,2,"Flat Iron Arts Building",4.62,21,"Chicago","1579 North Milwaukee Avenue",41.910217,-87.677254,"Wicker Park Art Community","4.66","Arts & Culture"
"5643","CANCELLED for summer Figure Drawing 7-9PM in Studio #223 (BYOB)",2017-07-20,3,2,"Flat Iron Arts Building",4.62,21,"Chicago","1579 North Milwaukee Avenue",41.910217,-87.677254,"Wicker Park Art Community","4.66","Arts & Culture"
"5644","CANCELLED for summer Figure Drawing 7-9PM in Studio #223 (BYOB)",2017-07-20,3,2,"Flat Iron Arts Building",4.62,21,"Chicago","1579 North Milwaukee Avenue",41.910217,-87.677254,"Wicker Park Art Community","4.66","Arts & Culture"
"5645","CANCELLED for summer Figure Drawing 7-9PM in Studio #223 (BYOB)",2017-07-20,3,2,"Flat Iron Arts Building",4.62,21,"Chicago","1579 North Milwaukee Avenue",41.910217,-87.677254,"Wicker Park Art Community","4.66","Arts & Culture"
"5646","CANCELLED for summer Figure Drawing 7-9PM in Studio #223 (BYOB)",2017-07-20,3,2,"Flat Iron Arts Building",4.62,21,"Chicago","1579 North Milwaukee Avenue",41.910217,-87.677254,"Wicker Park Art Community","4.66","Arts & Culture"
"5647","CANCELLED for summer Figure Drawing 7-9PM in Studio #223 (BYOB)",2017-07-20,3,2,"Flat Iron Arts Building",4.62,21,"Chicago","1579 North Milwaukee Avenue",41.910217,-87.677254,"Wicker Park Art Community","4.66","Arts & Culture"
"5648","CANCELLED for summer Figure Drawing 7-9PM in Studio #223 (BYOB)",2017-07-20,3,2,"Flat Iron Arts Building",4.62,21,"Chicago","1579 North Milwaukee Avenue",41.910217,-87.677254,"Wicker Park Art Community","4.66","Arts & Culture"
"5649","CANCELLED for summer Figure Drawing 7-9PM in Studio #223 (BYOB)",2017-07-20,3,2,"Flat Iron Arts Building",4.62,21,"Chicago","1579 North Milwaukee Avenue",41.910217,-87.677254,"Wicker Park Art Community","4.66","Arts & Culture"
"5650","CANCELLED for summer Figure Drawing 7-9PM in Studio #223 (BYOB)",2017-07-20,3,2,"Flat Iron Arts Building",4.62,21,"Chicago","1579 North Milwaukee Avenue",41.910217,-87.677254,"Wicker Park Art Community","4.66","Arts & Culture"
"5651","CANCELLED for summer Figure Drawing 7-9PM in Studio #223 (BYOB)",2017-07-20,3,2,"Flat Iron Arts Building",4.62,21,"Chicago","1579 North Milwaukee Avenue",41.910217,-87.677254,"Wicker Park Art Community","4.66","Arts & Culture"
"5652","S Loop Speak Freaks Club",2015-10-13,3,1,"PNC/National City Bank",4.78,9,"Chicago","1 N Franklin St",41.88229,-87.634956,"Chicago Area District 30 Toastmasters","5.00","Career & Business"
"5653","S Loop Speak Freaks Club",2015-10-13,3,1,"PNC/National City Bank",4.78,9,"Chicago","1 N Franklin St",41.88229,-87.634956,"Chicago Area District 30 Toastmasters","5.00","Career & Business"
"5654","S Loop Speak Freaks Club",2015-10-13,3,1,"PNC/National City Bank",4.78,9,"Chicago","1 N Franklin St",41.88229,-87.634956,"Chicago Area District 30 Toastmasters","5.00","Career & Business"
"5655","S Loop Speak Freaks Club",2015-10-13,3,1,"PNC/National City Bank",4.78,9,"Chicago","1 N Franklin St",41.88229,-87.634956,"Chicago Area District 30 Toastmasters","5.00","Career & Business"
"5656","S Loop Speak Freaks Club",2015-10-13,3,1,"PNC/National City Bank",4.78,9,"Chicago","1 N Franklin St",41.88229,-87.634956,"Chicago Area District 30 Toastmasters","5.00","Career & Business"
"5657","S Loop Speak Freaks Club",2015-10-13,3,1,"PNC/National City Bank",4.78,9,"Chicago","1 N Franklin St",41.88229,-87.634956,"Chicago Area District 30 Toastmasters","5.00","Career & Business"
"5658","S Loop Speak Freaks Club",2015-10-13,3,1,"PNC/National City Bank",4.78,9,"Chicago","1 N Franklin St",41.88229,-87.634956,"Chicago Area District 30 Toastmasters","5.00","Career & Business"
"5659","S Loop Speak Freaks Club",2015-10-13,3,1,"PNC/National City Bank",4.78,9,"Chicago","1 N Franklin St",41.88229,-87.634956,"Chicago Area District 30 Toastmasters","5.00","Career & Business"
"5660","S Loop Speak Freaks Club",2015-10-13,3,1,"PNC/National City Bank",4.78,9,"Chicago","1 N Franklin St",41.88229,-87.634956,"Chicago Area District 30 Toastmasters","5.00","Career & Business"
"5661","S Loop Speak Freaks Club",2015-10-13,3,1,"PNC/National City Bank",4.78,9,"Chicago","1 N Franklin St",41.88229,-87.634956,"Chicago Area District 30 Toastmasters","5.00","Career & Business"
"5662","S Loop Speak Freaks Club",2015-10-13,3,1,"PNC/National City Bank",4.78,9,"Chicago","1 N Franklin St",41.88229,-87.634956,"Chicago Area District 30 Toastmasters","5.00","Career & Business"
"5663","S Loop Speak Freaks Club",2015-10-13,3,1,"PNC/National City Bank",4.78,9,"Chicago","1 N Franklin St",41.88229,-87.634956,"Chicago Area District 30 Toastmasters","5.00","Career & Business"
"5664","Speakers of the House",2016-02-29,1,1,"Wolters Klewer",0,0,"Chicago","2700 Lake Cook Road",41.85236,-87.613419,"Chicago Area District 30 Toastmasters","5.00","Career & Business"
"5665","Speakers of the House",2016-02-29,1,1,"Wolters Klewer",0,0,"Chicago","2700 Lake Cook Road",41.85236,-87.613419,"Chicago Area District 30 Toastmasters","5.00","Career & Business"
"5666","Speakers of the House",2016-02-29,1,1,"Wolters Klewer",0,0,"Chicago","2700 Lake Cook Road",41.85236,-87.613419,"Chicago Area District 30 Toastmasters","5.00","Career & Business"
"5667","Speakers of the House",2016-02-29,1,1,"Wolters Klewer",0,0,"Chicago","2700 Lake Cook Road",41.85236,-87.613419,"Chicago Area District 30 Toastmasters","5.00","Career & Business"
"5668","Speakers of the House",2016-02-29,1,1,"Wolters Klewer",0,0,"Chicago","2700 Lake Cook Road",41.85236,-87.613419,"Chicago Area District 30 Toastmasters","5.00","Career & Business"
"5669","Speakers of the House",2016-02-29,1,1,"Wolters Klewer",0,0,"Chicago","2700 Lake Cook Road",41.85236,-87.613419,"Chicago Area District 30 Toastmasters","5.00","Career & Business"
"5670","Speakers of the House",2016-02-29,1,1,"Wolters Klewer",0,0,"Chicago","2700 Lake Cook Road",41.85236,-87.613419,"Chicago Area District 30 Toastmasters","5.00","Career & Business"
"5671","Speakers of the House",2016-02-29,1,1,"Wolters Klewer",0,0,"Chicago","2700 Lake Cook Road",41.85236,-87.613419,"Chicago Area District 30 Toastmasters","5.00","Career & Business"
"5672","Speakers of the House",2016-02-29,1,1,"Wolters Klewer",0,0,"Chicago","2700 Lake Cook Road",41.85236,-87.613419,"Chicago Area District 30 Toastmasters","5.00","Career & Business"
"5673","Speakers of the House",2016-02-29,1,1,"Wolters Klewer",0,0,"Chicago","2700 Lake Cook Road",41.85236,-87.613419,"Chicago Area District 30 Toastmasters","5.00","Career & Business"
"5674","Speakers of the House",2016-02-29,1,1,"Wolters Klewer",0,0,"Chicago","2700 Lake Cook Road",41.85236,-87.613419,"Chicago Area District 30 Toastmasters","5.00","Career & Business"
"5675","Speakers of the House",2016-02-29,1,1,"Wolters Klewer",0,0,"Chicago","2700 Lake Cook Road",41.85236,-87.613419,"Chicago Area District 30 Toastmasters","5.00","Career & Business"
"5676","SEO & Social Media Marketing Academy",2015-09-02,2,36,"Microsoft Store - 5th Avenue",3.75,4,"New York City","677 5th Ave, New York, NY 10022, 3rd Floor, NY",40.760506,-73.975281,"SEO and Social Media Marketing Academy","4.83","Career & Business"
"5677","SEO & Social Media Marketing Academy",2015-09-02,2,2,"Microsoft Store - 5th Avenue",3.75,4,"New York City","677 5th Ave, New York, NY 10022, 3rd Floor, NY",40.760506,-73.975281,"SEO and Social Media Marketing Academy","4.83","Career & Business"
"5678","SEO & Social Media Marketing Academy",2015-09-02,2,2,"Microsoft Store - 5th Avenue",3.75,4,"New York City","677 5th Ave, New York, NY 10022, 3rd Floor, NY",40.760506,-73.975281,"SEO and Social Media Marketing Academy","4.83","Career & Business"
"5679","SEO & Social Media Marketing Academy",2015-09-02,2,2,"Microsoft Store - 5th Avenue",3.75,4,"New York City","677 5th Ave, New York, NY 10022, 3rd Floor, NY",40.760506,-73.975281,"SEO and Social Media Marketing Academy","4.83","Career & Business"
"5680","SEO & Social Media Marketing Academy",2015-09-02,2,2,"Microsoft Store - 5th Avenue",3.75,4,"New York City","677 5th Ave, New York, NY 10022, 3rd Floor, NY",40.760506,-73.975281,"SEO and Social Media Marketing Academy","4.83","Career & Business"
"5681","SEO & Social Media Marketing Academy",2015-09-02,2,1,"Microsoft Store - 5th Avenue",3.75,4,"New York City","677 5th Ave, New York, NY 10022, 3rd Floor, NY",40.760506,-73.975281,"SEO and Social Media Marketing Academy","4.83","Career & Business"
"5682","SEO & Social Media Marketing Academy",2015-09-02,2,1,"Microsoft Store - 5th Avenue",3.75,4,"New York City","677 5th Ave, New York, NY 10022, 3rd Floor, NY",40.760506,-73.975281,"SEO and Social Media Marketing Academy","4.83","Career & Business"
"5683","SEO & Social Media Marketing Academy",2015-09-02,2,1,"Microsoft Store - 5th Avenue",3.75,4,"New York City","677 5th Ave, New York, NY 10022, 3rd Floor, NY",40.760506,-73.975281,"SEO and Social Media Marketing Academy","4.83","Career & Business"
"5684","SEO & Social Media Marketing Academy",2015-09-02,2,1,"Microsoft Store - 5th Avenue",3.75,4,"New York City","677 5th Ave, New York, NY 10022, 3rd Floor, NY",40.760506,-73.975281,"SEO and Social Media Marketing Academy","4.83","Career & Business"
"5685","SEO & Social Media Marketing Academy",2015-09-02,2,1,"Microsoft Store - 5th Avenue",3.75,4,"New York City","677 5th Ave, New York, NY 10022, 3rd Floor, NY",40.760506,-73.975281,"SEO and Social Media Marketing Academy","4.83","Career & Business"
"5686","SEO & Social Media Marketing Academy",2015-09-02,2,1,"Microsoft Store - 5th Avenue",3.75,4,"New York City","677 5th Ave, New York, NY 10022, 3rd Floor, NY",40.760506,-73.975281,"SEO and Social Media Marketing Academy","4.83","Career & Business"
"5687","SEO & Social Media Marketing Academy",2015-09-02,2,1,"Microsoft Store - 5th Avenue",3.75,4,"New York City","677 5th Ave, New York, NY 10022, 3rd Floor, NY",40.760506,-73.975281,"SEO and Social Media Marketing Academy","4.83","Career & Business"
"5688","Marketing Meetup",2017-09-30,3,2,"BuildingLink",5,2,"New York City","85 5th Ave, 4th Floor",40.737297,-73.992188,"Marketing, Advertising and PR Group","4.36","Career & Business"
"5689","Marketing Meetup",2017-09-30,3,2,"BuildingLink",5,2,"New York City","85 5th Ave, 4th Floor",40.737297,-73.992188,"Marketing, Advertising and PR Group","4.36","Career & Business"
"5690","Marketing Meetup",2017-09-30,3,2,"BuildingLink",5,2,"New York City","85 5th Ave, 4th Floor",40.737297,-73.992188,"Marketing, Advertising and PR Group","4.36","Career & Business"
"5691","Marketing Meetup",2017-09-30,3,2,"BuildingLink",5,2,"New York City","85 5th Ave, 4th Floor",40.737297,-73.992188,"Marketing, Advertising and PR Group","4.36","Career & Business"
"5692","Marketing Meetup",2017-09-30,3,2,"BuildingLink",5,2,"New York City","85 5th Ave, 4th Floor",40.737297,-73.992188,"Marketing, Advertising and PR Group","4.36","Career & Business"
"5693","Marketing Meetup",2017-09-30,3,2,"BuildingLink",5,2,"New York City","85 5th Ave, 4th Floor",40.737297,-73.992188,"Marketing, Advertising and PR Group","4.36","Career & Business"
"5694","Marketing Meetup",2017-09-30,3,2,"BuildingLink",5,2,"New York City","85 5th Ave, 4th Floor",40.737297,-73.992188,"Marketing, Advertising and PR Group","4.36","Career & Business"
"5695","Marketing Meetup",2017-09-30,3,2,"BuildingLink",5,2,"New York City","85 5th Ave, 4th Floor",40.737297,-73.992188,"Marketing, Advertising and PR Group","4.36","Career & Business"
"5696","Marketing Meetup",2017-09-30,3,2,"BuildingLink",5,2,"New York City","85 5th Ave, 4th Floor",40.737297,-73.992188,"Marketing, Advertising and PR Group","4.36","Career & Business"
"5697","Live Sharks Tank Episode __ Startup Expo & VIP Party",2017-06-14,3,11,"TEMPLE SF",4.33,3,"San Francisco","540 HOWARD ST.",37.787956,-122.397247,"WordPress 4 us","4.92","Career & Business"
"5698","Live Sharks Tank Episode __ Startup Expo & VIP Party",2017-06-14,3,11,"TEMPLE SF",4.33,3,"San Francisco","540 HOWARD ST.",37.787956,-122.397247,"WordPress 4 us","4.92","Career & Business"
"5699","Live Sharks Tank Episode __ Startup Expo & VIP Party",2017-06-14,3,11,"TEMPLE SF",4.33,3,"San Francisco","540 HOWARD ST.",37.787956,-122.397247,"WordPress 4 us","4.92","Career & Business"
"5700","Live Sharks Tank Episode __ Startup Expo & VIP Party",2017-06-14,3,11,"TEMPLE SF",4.33,3,"San Francisco","540 HOWARD ST.",37.787956,-122.397247,"WordPress 4 us","4.92","Career & Business"
"5701","Live Sharks Tank Episode __ Startup Expo & VIP Party",2017-06-14,3,11,"TEMPLE SF",4.33,3,"San Francisco","540 HOWARD ST.",37.787956,-122.397247,"WordPress 4 us","4.92","Career & Business"
